Category,Age,Gender,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions,Revenue,Ecommerce Conversion Rate
Arts & Entertainment/Music & Audio/Music Reference/Song Lyrics & Tabs,18-24,Male,3561,3120,6472,0.36,5.08,00:03:31,193,16472.82,0.0298
Computers & Electronics/Software/Operating Systems/Mobile OS/Android OS,18-24,Male,3509,3067,7204,0.388,5.24,00:03:31,181,14559.7,0.0251
[Life Events] Marriage/Getting Married Soon,18-24,Male,3472,2857,7048,0.365,4.9,00:03:30,182,15809.95,0.0258
Science/Astronomy,18-24,Male,3394,2933,6153,0.416,4.69,00:02:57,148,11926.19,0.0241
Computers & Electronics/Software/Business & Productivity Software/Spreadsheet Software,18-24,Male,3207,2801,5918,0.262,6.62,00:04:36,286,30627.32,0.0483
Computers & Electronics/Consumer Electronics/Audio Equipment/Headphones,18-24,Male,3183,2783,6414,0.337,5.75,00:03:59,198,16867.3,0.0309
Games/Computer & Video Games/Massively Multiplayer Games,18-24,Male,3177,2906,5728,0.367,5.58,00:03:40,210,19561.61,0.0367
Reference/Language Resources/Foreign Language Resources/Translation Tools & Resources,18-24,Male,3146,2799,5991,0.314,6.29,00:04:46,207,19438.05,0.0346
Real Estate/Real Estate Listings/Residential Rentals,18-24,Male,3113,2645,5910,0.322,6.28,00:04:16,228,19503.84,0.0386
Shopping/Classifieds,18-24,Male,3073,2698,5708,0.357,5.88,00:04:04,173,15495.58,0.0303
Reference/General Reference/Time & Calendars,18-24,Male,3044,2623,5686,0.322,5.69,00:03:41,201,18029.14,0.0353
Food & Drink/Food/Baked Goods,18-24,Male,3019,2604,5842,0.364,5.36,00:03:39,159,12601.73,0.0272
Autos & Vehicles/Vehicle Shopping/Vehicle Dealers & Retailers,18-24,Male,3016,2547,5878,0.34,5.94,00:04:09,196,16011.72,0.0333
[Life Events] Marriage/Recently Married,18-24,Male,2994,2459,6052,0.351,4.9,00:03:25,171,15211.43,0.0283
Internet & Telecom/Web Apps & Online Tools,18-24,Male,2901,2583,5448,0.292,6.19,00:04:47,297,27196.92,0.0545
Autos & Vehicles/Motor Vehicles (By Type)/Luxury Vehicles,18-24,Male,2887,2377,5667,0.349,5.55,00:03:37,200,17434.2,0.0353
Reference/Humanities/History,18-24,Male,2829,2445,5181,0.372,5.27,00:03:20,152,13754.82,0.0293
Finance/Banking,18-24,Male,2808,2354,5699,0.347,5.54,00:03:46,198,20649.21,0.0347
Computers & Electronics/Software/Software Utilities,18-24,Male,2749,2474,4729,0.322,6.13,00:04:18,213,19657.6,0.045
Shopping/Apparel/Footwear,18-24,Male,2627,2061,5938,0.322,5.96,00:04:26,163,10984.87,0.0275
Business & Industrial/Aerospace & Defense/Space Technology,18-24,Male,2587,2242,4642,0.399,4.85,00:03:03,128,10781.77,0.0276
Arts & Entertainment/Movies/Action & Adventure Films,18-24,Male,2586,2166,5202,0.368,5.28,00:03:18,144,10837.83,0.0277
Computers & Electronics/Software/Operating Systems/Windows OS,18-24,Male,2586,2309,5043,0.326,5.87,00:04:06,200,15992.96,0.0397
Arts & Entertainment/Humor/Live Comedy,18-24,Male,2578,2190,4839,0.305,5.78,00:04:11,184,16359.1,0.038
Jobs & Education/Education/Primary & Secondary Schooling (K-12),18-24,Male,2576,2185,4600,0.357,5.38,00:03:17,122,10438,0.0265
Sports/Individual Sports/Golf,18-24,Male,2466,2079,4478,0.314,5.61,00:03:24,180,15930.98,0.0402
Shopping/Apparel/Women's Clothing,18-24,Male,2455,2010,4900,0.368,5.31,00:03:22,132,9312.19,0.0269
Beauty & Fitness/Face & Body Care/Perfumes & Fragrances,18-24,Male,2444,1779,8338,0.307,4.13,00:02:12,80,5919.83,0.0096
Arts & Entertainment/Music & Audio/Rock Music/Indie & Alternative Music,18-24,Male,2418,2094,4459,0.313,5.54,00:03:46,190,16367.96,0.0426
Finance/Investing/Currencies & Foreign Exchange,18-24,Male,2418,2030,4944,0.329,6.12,00:04:24,144,16344.34,0.0291
News/Business News,18-24,Male,2370,1990,4298,0.306,5.84,00:03:58,165,16109.72,0.0384
Internet & Telecom/Service Providers/ISPs,18-24,Male,2285,2023,4129,0.342,6.03,00:04:00,153,14574.11,0.0371
Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons/Android Apps,18-24,Male,2278,2040,4191,0.419,4.94,00:02:56,97,7055.54,0.0231
Books & Literature,18-24,Male,2268,1919,4125,0.361,5.51,00:03:39,150,12238.7,0.0364
Arts & Entertainment/TV & Video/TV Shows & Programs/TV Sci-Fi & Fantasy Shows,18-24,Male,2264,1978,4263,0.388,4.68,00:03:14,113,8145.26,0.0265
Sports/Combat Sports/Wrestling/Professional Wrestling/World Wrestling Entertainment (WWE),18-24,Male,2237,1958,4098,0.408,4.59,00:02:55,103,7577.5,0.0251
Autos & Vehicles/Motor Vehicles (By Type)/Motorcycles,18-24,Male,2231,1995,3698,0.378,5.03,00:03:18,118,11980.21,0.0319
Shopping/Apparel/Outerwear,18-24,Male,2228,1844,4628,0.347,5.56,00:03:36,114,7831.88,0.0246
Computers & Electronics/Software/Business & Productivity Software,18-24,Male,2216,1961,3836,0.305,6.76,00:04:39,178,16334.28,0.0464
Arts & Entertainment/Music & Audio/World Music/South Asian Music,18-24,Male,2191,1893,4216,0.368,4.57,00:02:57,82,6222.98,0.0194
Games/Computer & Video Games/Gaming Reference & Reviews,18-24,Male,2186,1969,4015,0.396,5.17,00:03:16,149,12383.61,0.0371
Sports/Individual Sports/Racquet Sports/Tennis,18-24,Male,2185,1843,4088,0.346,5.5,00:03:25,131,11283.2,0.032
Pets & Animals/Wildlife,18-24,Male,2183,1864,3758,0.411,4.78,00:03:13,110,8698.03,0.0293
Arts & Entertainment/Music & Audio/Rock Music/Classic Rock & Oldies,18-24,Male,2162,1848,3989,0.321,5.34,00:03:49,137,11182.5,0.0343
Beauty & Fitness/Fashion & Style,18-24,Male,2157,1814,4253,0.359,5.76,00:04:04,115,8181.55,0.027
Arts & Entertainment/Movies/Movie Reference/Movie Reviews & Previews,18-24,Male,2126,1864,4114,0.347,5.24,00:03:31,92,7687.44,0.0224
Jobs & Education/Education/Standardized & Admissions Tests,18-24,Male,2054,1806,3585,0.355,5.43,00:03:41,97,8962.78,0.0271
Beauty & Fitness/Fashion & Style/Fashion Designers & Collections,18-24,Male,2050,1751,4180,0.376,4.99,00:03:20,79,5025.78,0.0189
[Life Events] Retirement/Retiring Soon,18-24,Male,2048,1651,4263,0.31,5.47,00:04:14,147,13835.18,0.0345
"Home & Garden/Patio, Lawn & Garden/Gardening",18-24,Male,2009,1745,3749,0.344,5.39,00:03:18,114,9303.49,0.0304
Autos & Vehicles/Motor Vehicles (By Brand)/BMW,18-24,Male,2003,1697,3681,0.351,5.48,00:03:13,126,10079.72,0.0342
Autos & Vehicles/Motor Vehicles (By Brand)/Mercedes-Benz,18-24,Male,1989,1624,3720,0.361,5.39,00:03:24,98,7531.56,0.0263
Computers & Electronics/Software/Operating Systems/Mac OS,18-24,Male,1982,1753,3438,0.314,6.25,00:04:10,147,14144.48,0.0428
Arts & Entertainment/Humor,18-24,Male,1949,1703,3412,0.384,4.88,00:03:10,87,8017.04,0.0255
Sports/Team Sports/Australian Football,18-24,Male,1939,1666,3552,0.358,4.63,00:03:02,78,7946.42,0.022
Arts & Entertainment/Comics & Animation/Cartoons,18-24,Male,1934,1717,3693,0.376,5.06,00:03:35,106,6938.21,0.0287
Arts & Entertainment/TV & Video/TV Networks & Stations,18-24,Male,1926,1629,3684,0.351,5.68,00:03:44,104,9776.94,0.0282
Arts & Entertainment/Music & Audio/Radio,18-24,Male,1910,1624,3612,0.346,5.61,00:03:48,109,8039.97,0.0302
Business & Industrial/Shipping & Logistics/Mail & Package Delivery,18-24,Male,1897,1627,3716,0.364,5.59,00:03:58,106,8938.72,0.0285
Reference/Geographic Reference/Maps,18-24,Male,1890,1615,3465,0.32,5.81,00:03:52,153,13255.32,0.0442
Jobs & Education/Jobs/Career Resources & Planning,18-24,Male,1867,1654,3463,0.336,5.84,00:04:12,129,9268.17,0.0373
Games/Computer & Video Games/Casual Games,18-24,Male,1845,1671,3222,0.347,5.65,00:03:47,123,8956.28,0.0382
Arts & Entertainment/Movies,18-24,Male,1829,1559,3559,0.395,4.89,00:03:21,75,6303.23,0.0211
Games/Computer & Video Games/Sandbox Games,18-24,Male,1818,1665,3105,0.383,5.67,00:04:08,123,11193.96,0.0396
Reference/Directories & Listings/Business & Personal Listings,18-24,Male,1788,1555,3223,0.338,5.41,00:03:38,99,9062.44,0.0307
Computers & Electronics/Consumer Electronics/Game Systems & Consoles/Nintendo,18-24,Male,1782,1578,3306,0.359,5.18,00:03:10,95,7073.88,0.0287
Internet & Telecom/Service Providers/Phone Service Providers,18-24,Male,1756,1501,3467,0.382,5.06,00:03:29,68,5604.35,0.0196
